owner_id,pin,year,raw_address,house,direction,street_name,street_type,address_key
060710103100002020,06071010310000,2020,704 LUDLOW AVE,704,,LUDLOW,AVE,704 LUDLOW AVE
010110103010182011,01011010301018,2011,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
140731802900002024,14073180290000,2024,4812 N CLAREMONT AVE,4812,N,CLAREMONT,AVE,4812 N CLAREMONT AVE
010110103010182012,01011010301018,2012,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
252520703300002021,25252070330000,2021,12220 S TORRENCE AVE,12220,S,TORRENCE,AVE,12220 S TORRENCE AVE
010110103010182013,01011010301018,2013,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
252521101600002008,25252110160000,2008,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
252521101600002009,25252110160000,2009,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
252521101600002010,25252110160000,2010,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
140741000100002024,14074100010000,2024,5019 N DAMEN AVE,5019,N,DAMEN,AVE,5019 N DAMEN AVE
252521101600002011,25252110160000,2011,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
252442704900002024,25244270490000,2024,12114 S JEFFERY AVE,12114,S,JEFFERY,AVE,12114 S JEFFERY AVE
060710103100002021,06071010310000,2021,704 LUDLOW AVE,704,,LUDLOW,AVE,704 LUDLOW AVE
060710103100002022,06071010310000,2022,704 LUDLOW AVE,704,,LUDLOW,AVE,704 LUDLOW AVE
060710103100002023,06071010310000,2023,704 LUDLOW AVE,704,,LUDLOW,AVE,704 LUDLOW AVE
252521101600002012,25252110160000,2012,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
252521101600002013,25252110160000,2013,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
010110103010182014,01011010301018,2014,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
252521101600002014,25252110160000,2014,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
010110103010182015,01011010301018,2015,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
252521101600002015,25252110160000,2015,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
060710103100002024,06071010310000,2024,704 LUDLOW AVE,704,,LUDLOW,AVE,704 LUDLOW AVE
060710103200001999,06071010320000,1999,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
252810402300002024,25281040230000,2024,11951 S WALLACE ST,11951,S,WALLACE,ST,11951 S WALLACE ST
252810600900002024,25281060090000,2024,11915 S NORMAL AVE,11915,S,NORMAL,AVE,11915 S NORMAL AVE
010110103010182016,01011010301018,2016,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
252810900600002024,25281090060000,2024,713 W 120TH ST,713,W,120TH,ST,713 W 120TH ST
252521101600002016,25252110160000,2016,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
252521101600002017,25252110160000,2017,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
252521101600002018,25252110160000,2018,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
060710103200002000,06071010320000,2000,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
252521101600002019,25252110160000,2019,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
010110103010182017,01011010301018,2017,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
252521101600002020,25252110160000,2020,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
283640004300002024,28364000430000,2024,2732 DEBRA LN,2732,,DEBRA,LN,2732 DEBRA LN
252521101600002021,25252110160000,2021,12337 S OGLESBY AVE,12337,S,OGLESBY,AVE,12337 S OGLESBY AVE
283640401800002024,28364040180000,2024,18020 ROCKWELL AVE,18020,,ROCKWELL,AVE,18020 ROCKWELL AVE
252521401600002007,25252140160000,2007,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
010110103010182018,01011010301018,2018,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
252521401600002008,25252140160000,2008,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
252521401600002009,25252140160000,2009,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
252521401600002010,25252140160000,2010,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
010110103010182019,01011010301018,2019,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
252521401600002011,25252140160000,2011,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
060710103200002001,06071010320000,2001,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
252521401600002012,25252140160000,2012,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
252521401600002013,25252140160000,2013,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
252521401600002014,25252140160000,2014,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
010110103010182020,01011010301018,2020,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
252521401600002015,25252140160000,2015,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
290150100100002024,29015010010000,2024,,,,,,
252521401600002016,25252140160000,2016,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
252521401600002017,25252140160000,2017,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
010110103010182021,01011010301018,2021,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
252521401600002018,25252140160000,2018,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
060710103200002002,06071010320000,2002,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
252521401600002019,25252140160000,2019,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
060710103200002003,06071010320000,2003,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
060710103200002004,06071010320000,2004,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
060710103200002005,06071010320000,2005,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
252521401600002020,25252140160000,2020,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
290240802800002024,29024080280000,2024,14314 AVALON AVE,14314,,AVALON,AVE,14314 AVALON AVE
252521401600002021,25252140160000,2021,12337 S CALHOUN AVE,12337,S,CALHOUN,AVE,12337 S CALHOUN AVE
253430200100002015,25343020010000,2015,401 E 134TH ST,401,E,134TH,ST,401 E 134TH ST
010110103010182022,01011010301018,2022,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
060710103200002006,06071010320000,2006,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
060710103200002007,06071010320000,2007,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
060710103200002008,06071010320000,2008,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
060710103200002009,06071010320000,2009,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
290310902500002024,29031090250000,2024,394 E 142ND ST,394,E,142ND,ST,394 E 142ND ST
060710103200002010,06071010320000,2010,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
290320001100002024,29032000110000,2024,,,,,,
253430200100002016,25343020010000,2016,401 E 134TH ST,401,E,134TH,ST,401 E 134TH ST
290320200400002024,29032020040000,2024,14128 LINCOLN AVE,14128,,LINCOLN,AVE,14128 LINCOLN AVE
253430200100002017,25343020010000,2017,401 E 134TH ST,401,E,134TH,ST,401 E 134TH ST
290331200300002024,29033120030000,2024,401 E 144TH ST,401,E,144TH,ST,401 E 144TH ST
060710103200002011,06071010320000,2011,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
010110103010182023,01011010301018,2023,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
253430200100002018,25343020010000,2018,401 E 134TH ST,401,E,134TH,ST,401 E 134TH ST
253430200100002019,25343020010000,2019,401 E 134TH ST,401,E,134TH,ST,401 E 134TH ST
060710103200002012,06071010320000,2012,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
253430200100002020,25343020010000,2020,401 E 134TH ST,401,E,134TH,ST,401 E 134TH ST
060710103200002013,06071010320000,2013,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
253430200100002021,25343020010000,2021,401 E 134TH ST,401,E,134TH,ST,401 E 134TH ST
141710601700002024,14171060170000,2024,1522 W WILSON AVE,1522,W,WILSON,AVE,1522 W WILSON AVE
010110103010182024,01011010301018,2024,100 E STATION ST G69,100,E,STATION ST G69,,100 E STATION ST G69
253430200100002022,25343020010000,2022,401 E 134TH ST,401,E,134TH,ST,401 E 134TH ST
253430200100002023,25343020010000,2023,401 E 134TH ST,401,E,134TH,ST,401 E 134TH ST
141711102210072024,14171110221007,2024,4615 N MAGNOLIA AVE 1S,4615,N,MAGNOLIA AVE 1S,,4615 N MAGNOLIA AVE 1S
141712003600002024,14171200360000,2024,1448 W MONTROSE AVE,1448,W,MONTROSE,AVE,1448 W MONTROSE AVE
253430201800002022,25343020180000,2022,405 E 134TH ST,405,E,134TH,ST,405 E 134TH ST
060710103200002014,06071010320000,2014,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
253430201800002023,25343020180000,2023,405 E 134TH ST,405,E,134TH,ST,405 E 134TH ST
141712400900002024,14171240090000,2024,4407 N MALDEN ST,4407,N,MALDEN,ST,4407 N MALDEN ST
141712503510202024,14171250351020,2024,1215 W SUNNYSIDE AVE 3,1215,W,SUNNYSIDE AVE 3,,1215 W SUNNYSIDE AVE 3
060710103200002015,06071010320000,2015,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
060710103200002016,06071010320000,2016,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
010110103010192007,01011010301019,2007,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
141720505810062024,14172050581006,2024,839 W LAWRENCE AVE 1,839,W,LAWRENCE AVE 1,,839 W LAWRENCE AVE 1
060710103200002017,06071010320000,2017,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
060710103200002018,06071010320000,2018,695 LUDLOW AVE,695,,LUDLOW,AVE,695 LUDLOW AVE
142011704410022024,14201170441002,2024,1239 W GRACE ST,1239,W,GRACE,ST,1239 W GRACE ST
060710401000002018,06071040100000,2018,1115 IROQUOIS DR,1115,,IROQUOIS,DR,1115 IROQUOIS DR
142011803500002024,14201180350000,2024,3732 N RACINE AVE,3732,N,RACINE,AVE,3732 N RACINE AVE
060710401000002019,06071040100000,2019,1115 IROQUOIS DR,1115,,IROQUOIS,DR,1115 IROQUOIS DR
010110103010192008,01011010301019,2008,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
060710401000002020,06071040100000,2020,1115 IROQUOIS DR,1115,,IROQUOIS,DR,1115 IROQUOIS DR
010110103010192009,01011010301019,2009,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
060710401000002021,06071040100000,2021,1115 IROQUOIS DR,1115,,IROQUOIS,DR,1115 IROQUOIS DR
142020101600002024,14202010160000,2024,1040 W DAKIN ST 2,1040,W,DAKIN ST 2,,1040 W DAKIN ST 2
253430201900001999,25343020190000,1999,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
060710401000002022,06071040100000,2022,1115 IROQUOIS DR,1115,,IROQUOIS,DR,1115 IROQUOIS DR
060710401000002023,06071040100000,2023,1115 IROQUOIS DR,1115,,IROQUOIS,DR,1115 IROQUOIS DR
142021100500002024,14202110050000,2024,3835 N KENMORE AVE,3835,N,KENMORE,AVE,3835 N KENMORE AVE
253430201900002000,25343020190000,2000,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002001,25343020190000,2001,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
142021800200002024,14202180020000,2024,1051 W GRACE ST,1051,W,GRACE,ST,1051 W GRACE ST
253430201900002002,25343020190000,2002,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
010110103010192010,01011010301019,2010,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
253430201900002003,25343020190000,2003,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
010110103010192011,01011010301019,2011,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
060710401000002024,06071040100000,2024,1115 IROQUOIS DR,1115,,IROQUOIS,DR,1115 IROQUOIS DR
253430201900002004,25343020190000,2004,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
290421103800002024,29042110380000,2024,13936 S STATE ST,13936,S,STATE,ST,13936 S STATE ST
253430201900002005,25343020190000,2005,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
060711301600002010,06071130160000,2010,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
253430201900002006,25343020190000,2006,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
290422805800002024,29042280580000,2024,163 W 142ND ST,163,W,142ND,ST,163 W 142ND ST
253430201900002007,25343020190000,2007,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
010110103010192012,01011010301019,2012,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
060711301600002011,06071130160000,2011,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
253430201900002008,25343020190000,2008,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002009,25343020190000,2009,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002010,25343020190000,2010,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002011,25343020190000,2011,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002012,25343020190000,2012,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
290432401900002024,29043240190000,2024,14500 NORMAL AVE,14500,,NORMAL,AVE,14500 NORMAL AVE
060711301600002012,06071130160000,2012,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
253430201900002013,25343020190000,2013,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002014,25343020190000,2014,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002015,25343020190000,2015,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002016,25343020190000,2016,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002017,25343020190000,2017,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
010110103010192013,01011010301019,2013,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
010110103010192014,01011010301019,2014,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
253430201900002018,25343020190000,2018,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002019,25343020190000,2019,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
290442006000002024,29044200600000,2024,18 E 144TH ST,18,E,144TH,ST,18 E 144TH ST
290442306700002024,29044230670000,2024,154 E 144TH ST,154,E,144TH,ST,154 E 144TH ST
060711301600002013,06071130160000,2013,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
060711301600002014,06071130160000,2014,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
060711301600002015,06071130160000,2015,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
010110103010192015,01011010301019,2015,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
010110103010192016,01011010301019,2016,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
010110103010192017,01011010301019,2017,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
060711301600002016,06071130160000,2016,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
060711301600002017,06071130160000,2017,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
253430201900002020,25343020190000,2020,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002021,25343020190000,2021,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002022,25343020190000,2022,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
253430201900002023,25343020190000,2023,406 E 134TH PL,406,E,134TH,PL,406 E 134TH PL
140810700300002024,14081070030000,2024,5449 N ASHLAND AVE 2ND,5449,N,ASHLAND AVE 2ND,,5449 N ASHLAND AVE 2ND
140810800200002024,14081080020000,2024,5455 N CLARK ST,5455,N,CLARK,ST,5455 N CLARK ST
060711301600002018,06071130160000,2018,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
140811000800002024,14081100080000,2024,5437 N GLENWOOD AVE,5437,N,GLENWOOD,AVE,5437 N GLENWOOD AVE
140811003710112024,14081100371011,2024,5403 N GLENWOOD AVE 2,5403,N,GLENWOOD AVE 2,,5403 N GLENWOOD AVE 2
010110103010192018,01011010301019,2018,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
253440301300002020,25344030130000,2020,653 E 134TH ST,653,E,134TH,ST,653 E 134TH ST
060711301600002019,06071130160000,2019,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
253440301300002021,25344030130000,2021,653 E 134TH ST,653,E,134TH,ST,653 E 134TH ST
140811705010012024,14081170501001,2024,5310 N GLENWOOD AVE 1,5310,N,GLENWOOD AVE 1,,5310 N GLENWOOD AVE 1
253640902600002019,25364090260000,2019,13500 S CRANDON AVE,13500,S,CRANDON,AVE,13500 S CRANDON AVE
253640902600002020,25364090260000,2020,13500 S CRANDON AVE,13500,S,CRANDON,AVE,13500 S CRANDON AVE
253640902600002021,25364090260000,2021,13500 S CRANDON AVE,13500,S,CRANDON,AVE,13500 S CRANDON AVE
282432001900002003,28243200190000,2003,2953 164TH ST,2953,,164TH,ST,2953 164TH ST
282432001900002004,28243200190000,2004,2953 164TH ST,2953,,164TH,ST,2953 164TH ST
282432001900002005,28243200190000,2005,2953 164TH ST,2953,,164TH,ST,2953 164TH ST
060711301600002020,06071130160000,2020,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
282432001900002006,28243200190000,2006,2953 164TH ST,2953,,164TH,ST,2953 164TH ST
282432001900002007,28243200190000,2007,2953 164TH ST,2953,,164TH,ST,2953 164TH ST
060711301600002021,06071130160000,2021,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
282432001900002008,28243200190000,2008,2953 164TH ST,2953,,164TH,ST,2953 164TH ST
140820301510352024,14082030151035,2024,5445 N SHERIDAN RD 509,5445,N,SHERIDAN RD 509,,5445 N SHERIDAN RD 509
140820301510882024,14082030151088,2024,5445 N SHERIDAN RD 910,5445,N,SHERIDAN RD 910,,5445 N SHERIDAN RD 910
010110103010192019,01011010301019,2019,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
282432001900002009,28243200190000,2009,2953 164TH ST,2953,,164TH,ST,2953 164TH ST
282432001900002010,28243200190000,2010,2953 164TH ST,2953,,164TH,ST,2953 164TH ST
060711301600002022,06071130160000,2022,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
010110103010192020,01011010301019,2020,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
060711301600002023,06071130160000,2023,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
060711301600002024,06071130160000,2024,992 CHIPPEWA DR,992,,CHIPPEWA,DR,992 CHIPPEWA DR
282432002000001999,28243200200000,1999,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
282432002000002000,28243200200000,2000,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
290722100100002024,29072210010000,2024,2034 S WOOD ST,2034,S,WOOD,ST,2034 S WOOD ST
282432002000002001,28243200200000,2001,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
282432002000002002,28243200200000,2002,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
010110103010192021,01011010301019,2021,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
010110103010192022,01011010301019,2022,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
290731804200002024,29073180420000,2024,309 W 150TH ST,309,W,150TH,ST,309 W 150TH ST
282432002000002003,28243200200000,2003,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
282432002000002004,28243200200000,2004,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
282432002000002005,28243200200000,2005,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
010110103010192023,01011010301019,2023,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
010110103010192024,01011010301019,2024,100 E STATION ST G70,100,E,STATION ST G70,,100 E STATION ST G70
290740401500002024,29074040150000,2024,14719 S WOOD ST,14719,S,WOOD,ST,14719 S WOOD ST
282432002000002006,28243200200000,2006,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
282432002000002007,28243200200000,2007,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
282432002000002008,28243200200000,2008,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
060711301700001999,06071130170000,1999,862 PATRICIA AVE,862,,PATRICIA,AVE,862 PATRICIA AVE
060711301700002000,06071130170000,2000,862 PATRICIA AVE,862,,PATRICIA,AVE,862 PATRICIA AVE
060711402400002013,06071140240000,2013,940 PATRICIA AVE,940,,PATRICIA,AVE,940 PATRICIA AVE
260832602800002024,26083260280000,2024,10514 S AVENUE N,10514,S,AVENUE N,,10514 S AVENUE N
282432002000002009,28243200200000,2009,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
260832704200002024,26083270420000,2024,3522 E 106TH ST,3522,E,106TH,ST,3522 E 106TH ST
260832803200002024,26083280320000,2024,10526 S AVENUE L,10526,S,AVENUE L,,10526 S AVENUE L
010110103010202007,01011010301020,2007,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
010110103010202008,01011010301020,2008,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
282432002000002010,28243200200000,2010,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
261710402600002024,26171040260000,2024,10626 S AVENUE J,10626,S,AVENUE J,,10626 S AVENUE J
282432002100001999,28243200210000,1999,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
261710904000002024,26171090400000,2024,10711 S AVENUE N,10711,S,AVENUE N,,10711 S AVENUE N
060711402400002014,06071140240000,2014,940 PATRICIA AVE,940,,PATRICIA,AVE,940 PATRICIA AVE
282432002100002000,28243200210000,2000,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
010110103010202009,01011010301020,2009,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
261711803700002024,26171180370000,2024,10848 S AVENUE L,10848,S,AVENUE L,,10848 S AVENUE L
282432002100002001,28243200210000,2001,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
010110103010202010,01011010301020,2010,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
060711402400002015,06071140240000,2015,940 PATRICIA AVE,940,,PATRICIA,AVE,940 PATRICIA AVE
261713105100002024,26171310510000,2024,10913 S AVENUE G,10913,S,AVENUE G,,10913 S AVENUE G
282432002100002002,28243200210000,2002,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
060711502200002022,06071150220000,2022,899 WAVERLY DR,899,,WAVERLY,DR,899 WAVERLY DR
261720500500002024,26172050050000,2024,10715 S AVENUE F,10715,S,AVENUE F,,10715 S AVENUE F
060711502200002023,06071150220000,2023,899 WAVERLY DR,899,,WAVERLY,DR,899 WAVERLY DR
282432002100002003,28243200210000,2003,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
282432002100002004,28243200210000,2004,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
290450000100002024,29045000010000,2024,,,,,,
010110103010202011,01011010301020,2011,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
010110103010202012,01011010301020,2012,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
010110103010202013,01011010301020,2013,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
282432002100002005,28243200210000,2005,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
060711502200002024,06071150220000,2024,899 WAVERLY DR,899,,WAVERLY,DR,899 WAVERLY DR
290610602100002024,29061060210000,2024,,,,,,
282432002100002006,28243200210000,2006,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
290610700500002024,29061070050000,2024,2141 CHATHAM ST,2141,,CHATHAM,ST,2141 CHATHAM ST
060711502300001999,06071150230000,1999,915 WAVERLY DR,915,,WAVERLY,DR,915 WAVERLY DR
290621200900002024,29062120090000,2024,2003 DESPLAINES ST,2003,,DESPLAINES,ST,2003 DESPLAINES ST
060711502300002000,06071150230000,2000,915 WAVERLY DR,915,,WAVERLY,DR,915 WAVERLY DR
282432002100002007,28243200210000,2007,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
290641302300002024,29064130230000,2024,14110 HONORE ST,14110,,HONORE,ST,14110 HONORE ST
060711502300002001,06071150230000,2001,915 WAVERLY DR,915,,WAVERLY,DR,915 WAVERLY DR
060711502300002002,06071150230000,2002,915 WAVERLY DR,915,,WAVERLY,DR,915 WAVERLY DR
290642201800002024,29064220180000,2024,14239 HONORE AVE,14239,,HONORE,AVE,14239 HONORE AVE
010110103010202014,01011010301020,2014,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
282432002100002008,28243200210000,2008,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
290650000200002024,29065000020000,2024,,,,,,
010110103010202015,01011010301020,2015,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
282432002100002009,28243200210000,2009,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
060711502300002003,06071150230000,2003,915 WAVERLY DR,915,,WAVERLY,DR,915 WAVERLY DR
060711502300002004,06071150230000,2004,915 WAVERLY DR,915,,WAVERLY,DR,915 WAVERLY DR
290711800200002024,29071180020000,2024,2151 W 143RD ST,2151,W,143RD,ST,2151 W 143RD ST
282432002100002010,28243200210000,2010,2955 164TH ST,2955,,164TH,ST,2955 164TH ST
290713006300002024,29071300630000,2024,14523 VAIL AVE,14523,,VAIL,AVE,14523 VAIL AVE
010110103010202016,01011010301020,2016,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
290713705400002024,29071370540000,2024,2023 W 146TH ST,2023,W,146TH,ST,2023 W 146TH ST
282432002200001999,28243200220000,1999,2957 164TH ST,2957,,164TH,ST,2957 164TH ST
010110103010202017,01011010301020,2017,100 E STATION ST G71,100,E,STATION ST G71,,100 E STATION ST G71
060711502300002005,06071150230000,2005,915 WAVERLY DR,915,,WAVERLY,DR,915 WAVERLY DR
060711502300002006,06071150230000,2006,915 WAVERLY DR,915,,WAVERLY,DR,915 WAVERLY DR
060711502300002007,06071150230000,2007,915 WAVERLY DR,915,,WAVERLY,DR,915 WAVERLY DR
