pin,permit_date,permit_type
14282000031012,2014-06-03,PERMIT - EASY PERMIT PROCESS
14282000031021,2014-06-03,PERMIT - EASY PERMIT PROCESS
14282000031067,2014-06-03,PERMIT - EASY PERMIT PROCESS
14282000031075,2014-06-03,PERMIT - EASY PERMIT PROCESS
14282000031136,2014-06-03,PERMIT - EASY PERMIT PROCESS
14282000031146,2014-06-03,PERMIT - EASY PERMIT PROCESS
14282000031173,2014-06-03,PERMIT - EASY PERMIT PROCESS
17032040641001,2017-11-29,PERMIT - RENOVATION/ALTERATION
17032040641012,2017-11-29,PERMIT - RENOVATION/ALTERATION
17032040641014,2017-11-29,PERMIT - RENOVATION/ALTERATION
17032040641080,2017-11-29,PERMIT - RENOVATION/ALTERATION
17032040641082,2017-11-29,PERMIT - RENOVATION/ALTERATION
17032040641118,2017-11-29,PERMIT - RENOVATION/ALTERATION
17101030271021,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271025,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271032,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271069,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271079,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271119,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271149,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271195,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271200,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271212,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271254,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271288,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271363,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271368,2020-07-14,PERMIT - EASY PERMIT PROCESS
17101030271387,2020-07-14,PERMIT - EASY PERMIT PROCESS
17032080211040,2021-12-03,PERMIT - EASY PERMIT PROCESS
17032080211056,2021-12-03,PERMIT - EASY PERMIT PROCESS
17032080211074,2021-12-03,PERMIT - EASY PERMIT PROCESS
17032080211081,2021-12-03,PERMIT - EASY PERMIT PROCESS
17032080211101,2021-12-03,PERMIT - EASY PERMIT PROCESS
17032080211126,2021-12-03,PERMIT - EASY PERMIT PROCESS
14202140040000,2023-11-03,PERMIT - RENOVATION/ALTERATION
17282140160000,2024-03-12,PERMIT - RENOVATION/ALTERATION
13351210350000,2025-10-08,PERMIT - RENOVATION/ALTERATION
13132080330000,2024-08-16,PERMIT – EXPRESS PERMIT PROGRAM
13352360351002,2025-07-07,PERMIT – EXPRESS PERMIT PROGRAM
13352360351004,2025-07-07,PERMIT – EXPRESS PERMIT PROGRAM
14312090421012,2025-10-14,PERMIT – EXPRESS PERMIT PROGRAM
20304210410000,2025-10-14,PERMIT – EXPRESS PERMIT PROGRAM
13174280050000,2025-10-14,PERMIT – EXPRESS PERMIT PROGRAM
11314080181017,2009-08-04,PERMIT - EASY PERMIT PROCESS
17092090220000,2010-12-07,PERMIT - RENOVATION/ALTERATION
25104020150000,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
14061100330000,2016-10-05,PERMIT - EASY PERMIT PROCESS
14163050211015,2018-01-03,PERMIT - RENOVATION/ALTERATION
14163050211054,2018-01-03,PERMIT - RENOVATION/ALTERATION
20143060170000,2018-07-18,PERMIT - NEW CONSTRUCTION
13171100250000,2019-05-30,PERMIT - RENOVATION/ALTERATION
17042040050000,2021-08-06,PERMIT - RENOVATION/ALTERATION
17102140161020,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161031,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161033,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161076,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161100,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161161,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161231,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161236,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161241,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161268,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161317,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161333,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161388,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161405,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161498,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161530,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161558,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161656,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161668,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161697,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161728,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161754,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161766,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161799,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161824,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161833,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161865,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161868,2024-02-21,PERMIT - RENOVATION/ALTERATION
17102140161870,2024-02-21,PERMIT - RENOVATION/ALTERATION
14292200461002,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551042,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551091,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551119,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551177,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551185,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551190,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551192,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551200,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551201,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551210,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
14313240551279,2024-09-16,PERMIT – EXPRESS PERMIT PROGRAM
13262290411014,2025-03-31,PERMIT – EXPRESS PERMIT PROGRAM
17084290060000,2025-10-15,PERMIT - ELEVATOR EQUIPMENT
20231210350000,2025-10-15,PERMIT - RENOVATION/ALTERATION
25184060211010,2009-11-20,PERMIT - RENOVATION/ALTERATION
25184060211065,2009-11-20,PERMIT - RENOVATION/ALTERATION
25184060211072,2009-11-20,PERMIT - RENOVATION/ALTERATION
20192050250000,2023-04-11,PERMIT - RENOVATION/ALTERATION
19161000028062,2023-05-05,PERMIT - RENOVATION/ALTERATION
19161000028071,2023-05-05,PERMIT - RENOVATION/ALTERATION
17073300200000,2023-07-07,PERMIT - RENOVATION/ALTERATION
17073290020000,2023-09-27,PERMIT - RENOVATION/ALTERATION
14163010411036,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411053,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411083,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411101,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411108,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411112,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411141,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411161,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411177,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411184,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411281,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411352,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411516,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411522,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411534,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411580,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411616,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411679,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411681,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411690,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411696,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411698,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411721,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411750,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411775,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
14163010411818,2024-05-15,PERMIT - ELEVATOR EQUIPMENT
16092220040000,2024-11-20,PERMIT - RENOVATION/ALTERATION
14191090130000,2025-10-03,PERMIT – EXPRESS PERMIT PROGRAM
17042240471027,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17042240471118,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17042240471142,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
10364120300000,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431032,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431064,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431105,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431155,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431167,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431198,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431229,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431008,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431015,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431022,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431066,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431099,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431124,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431187,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431005,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431046,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431057,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431100,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431174,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431176,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431207,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431222,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
17044500431256,2025-10-16,PERMIT – EXPRESS PERMIT PROGRAM
16143220130000,2025-08-13,PERMIT - RENOVATION/ALTERATION
13364010281108,2025-10-17,PERMIT – EXPRESS PERMIT PROGRAM
13364010281115,2025-10-17,PERMIT – EXPRESS PERMIT PROGRAM
13364010281016,2025-10-17,PERMIT – EXPRESS PERMIT PROGRAM
13364010281051,2025-10-17,PERMIT – EXPRESS PERMIT PROGRAM
13364010281094,2025-10-17,PERMIT – EXPRESS PERMIT PROGRAM
13364010281135,2025-10-17,PERMIT – EXPRESS PERMIT PROGRAM
13364010281145,2025-10-17,PERMIT – EXPRESS PERMIT PROGRAM
13262230040000,2009-05-13,PERMIT - RENOVATION/ALTERATION
14282060051055,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14282060051059,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14282060051098,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14282060051112,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14282060051177,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14282060051209,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14282060051221,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14282060051229,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14282060051234,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14282060051254,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14282060051314,2025-05-14,PERMIT - ELEVATOR EQUIPMENT
14311130100000,2016-09-27,PERMIT - NEW CONSTRUCTION
17061030310000,2019-05-22,PERMIT - NEW CONSTRUCTION
20021110020000,2021-04-07,PERMIT - NEW CONSTRUCTION
16122130300000,2021-05-17,PERMIT - RENOVATION/ALTERATION
19014210370000,2024-11-22,PERMIT - RENOVATION/ALTERATION
14171230281008,2025-10-17,PERMIT - RENOVATION/ALTERATION
14171230281025,2025-10-17,PERMIT - RENOVATION/ALTERATION
16094280180000,2024-09-19,PERMIT – EXPRESS PERMIT PROGRAM
17042110331017,2024-09-19,PERMIT – EXPRESS PERMIT PROGRAM
17042110331036,2024-09-19,PERMIT – EXPRESS PERMIT PROGRAM
17042110331044,2024-09-19,PERMIT – EXPRESS PERMIT PROGRAM
17042110331053,2024-09-19,PERMIT – EXPRESS PERMIT PROGRAM
20243010201001,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17162090080000,2011-08-04,PERMIT - EASY PERMIT PROCESS
14313240551042,2022-10-07,PERMIT - NEW CONSTRUCTION
14313240551091,2022-10-07,PERMIT - NEW CONSTRUCTION
14313240551119,2022-10-07,PERMIT - NEW CONSTRUCTION
14313240551177,2022-10-07,PERMIT - NEW CONSTRUCTION
14313240551185,2022-10-07,PERMIT - NEW CONSTRUCTION
14313240551190,2022-10-07,PERMIT - NEW CONSTRUCTION
14313240551192,2022-10-07,PERMIT - NEW CONSTRUCTION
14313240551200,2022-10-07,PERMIT - NEW CONSTRUCTION
14313240551201,2022-10-07,PERMIT - NEW CONSTRUCTION
14313240551210,2022-10-07,PERMIT - NEW CONSTRUCTION
14313240551279,2022-10-07,PERMIT - NEW CONSTRUCTION
14181060390000,2025-07-18,PERMIT - NEW CONSTRUCTION
17072100240000,2025-10-17,PERMIT - RENOVATION/ALTERATION
17223071240000,2025-08-20,PERMIT - ELEVATOR EQUIPMENT
17221080791032,2024-09-20,PERMIT – EXPRESS PERMIT PROGRAM
17221080791062,2024-09-20,PERMIT – EXPRESS PERMIT PROGRAM
17221080791065,2024-09-20,PERMIT – EXPRESS PERMIT PROGRAM
20072250500000,2025-05-08,PERMIT – EXPRESS PERMIT PROGRAM
13133080371024,2025-07-10,PERMIT – EXPRESS PERMIT PROGRAM
16054180410000,2025-08-06,PERMIT – EXPRESS PERMIT PROGRAM
17041131001030,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001047,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001053,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001061,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001083,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001120,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001125,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001147,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001021,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001043,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001087,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17041131001111,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
11304150391018,2025-10-20,PERMIT – EXPRESS PERMIT PROGRAM
17093340010000,2010-12-21,PERMIT - RENOVATION/ALTERATION
17162130300000,2014-12-02,PERMIT - RENOVATION/ALTERATION
17162090080000,2018-12-12,PERMIT - EASY PERMIT PROCESS
17162090080000,2021-09-01,PERMIT - RENOVATION/ALTERATION
16034190080000,2023-01-04,PERMIT - NEW CONSTRUCTION
17162030090000,2022-11-08,PERMIT - RENOVATION/ALTERATION
17162030090000,2022-11-18,PERMIT - EASY PERMIT PROCESS
17162030090000,2022-12-07,PERMIT - EASY PERMIT PROCESS
17162030090000,2023-02-22,PERMIT - RENOVATION/ALTERATION
17162030090000,2023-04-13,PERMIT - RENOVATION/ALTERATION
17162030090000,2024-01-08,PERMIT - RENOVATION/ALTERATION
17162030090000,2024-01-09,PERMIT - RENOVATION/ALTERATION
13241060350000,2025-01-10,PERMIT - NEW CONSTRUCTION
17162090080000,2025-01-23,PERMIT - RENOVATION/ALTERATION
14213100551021,2025-01-15,PERMIT - ELEVATOR EQUIPMENT
14281050881003,2025-10-20,PERMIT - WRECKING/DEMOLITION
17221100351005,2025-10-16,PERMIT - RENOVATION/ALTERATION
17221100351006,2025-10-16,PERMIT - RENOVATION/ALTERATION
17221100351028,2025-10-16,PERMIT - RENOVATION/ALTERATION
17221100351047,2025-10-16,PERMIT - RENOVATION/ALTERATION
17221100351073,2025-10-16,PERMIT - RENOVATION/ALTERATION
26172110160000,2025-10-21,PERMIT – EXPRESS PERMIT PROGRAM
14294140401014,2025-10-21,PERMIT – EXPRESS PERMIT PROGRAM
26172110160000,2025-10-21,PERMIT – EXPRESS PERMIT PROGRAM
17032110301003,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032110301036,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032110301061,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032110301068,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032110301074,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032110301083,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032110301007,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032110301024,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032110301034,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032110301048,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032110301102,2010-04-09,PERMIT - RENOVATION/ALTERATION
17032010681018,2013-10-18,PERMIT - RENOVATION/ALTERATION
17032010681019,2013-10-18,PERMIT - RENOVATION/ALTERATION
17032010681031,2013-10-18,PERMIT - RENOVATION/ALTERATION
17032010681053,2013-10-18,PERMIT - RENOVATION/ALTERATION
14084120401074,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401144,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401150,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401235,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401246,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401272,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401273,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401309,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401327,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401347,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401390,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401425,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401472,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401498,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401507,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401533,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401530,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401592,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401597,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401618,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401641,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401701,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401720,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401727,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401755,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401026,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401066,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401203,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401219,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401232,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401250,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401268,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401286,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401291,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401315,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401341,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401370,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401378,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401429,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401469,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401471,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401489,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401501,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401638,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401687,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401700,2017-09-21,PERMIT - RENOVATION/ALTERATION
14084120401718,2017-09-21,PERMIT - RENOVATION/ALTERATION
13231050190000,2019-10-30,PERMIT - RENOVATION/ALTERATION
17202340071020,2024-06-26,PERMIT - ELEVATOR EQUIPMENT
17202340071024,2024-06-26,PERMIT - ELEVATOR EQUIPMENT
17202340071050,2024-06-26,PERMIT - ELEVATOR EQUIPMENT
17202340071079,2024-06-26,PERMIT - ELEVATOR EQUIPMENT
17202340071095,2024-06-26,PERMIT - ELEVATOR EQUIPMENT
17202340071102,2024-06-26,PERMIT - ELEVATOR EQUIPMENT
17202340071114,2024-06-26,PERMIT - ELEVATOR EQUIPMENT
17202340071195,2024-06-26,PERMIT - ELEVATOR EQUIPMENT
17032010681018,2025-01-22,PERMIT - ELEVATOR EQUIPMENT
17032010681019,2025-01-22,PERMIT - ELEVATOR EQUIPMENT
17032010681031,2025-01-22,PERMIT - ELEVATOR EQUIPMENT
17032010681053,2025-01-22,PERMIT - ELEVATOR EQUIPMENT
16224100180000,2025-04-21,PERMIT - RENOVATION/ALTERATION
17093410320000,2025-09-10,PERMIT - ELEVATOR EQUIPMENT
19362290460000,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
13081260350000,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341011,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341418,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341457,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341479,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341538,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341540,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341228,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341243,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341252,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341257,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341284,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341319,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341345,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341359,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341385,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341392,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341414,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341012,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341030,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341053,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341111,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341112,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341169,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341177,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341181,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341191,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341193,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341576,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341609,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14211010341656,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14061070321003,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14061070321012,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14333300191015,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14333300191018,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14333300191007,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14333300191019,2025-10-22,PERMIT – EXPRESS PERMIT PROGRAM
14331140110000,2022-09-07,PERMIT - RENOVATION/ALTERATION
17032070360000,2024-11-27,PERMIT - RENOVATION/ALTERATION
13122070160000,2024-09-24,PERMIT – EXPRESS PERMIT PROGRAM
11304180401003,2025-06-04,PERMIT – EXPRESS PERMIT PROGRAM
17032080211040,2025-10-23,PERMIT – EXPRESS PERMIT PROGRAM
17032080211056,2025-10-23,PERMIT – EXPRESS PERMIT PROGRAM
17032080211074,2025-10-23,PERMIT – EXPRESS PERMIT PROGRAM
17032080211081,2025-10-23,PERMIT – EXPRESS PERMIT PROGRAM
17032080211101,2025-10-23,PERMIT – EXPRESS PERMIT PROGRAM
17032080211126,2025-10-23,PERMIT – EXPRESS PERMIT PROGRAM
14173130451002,2025-10-23,PERMIT – EXPRESS PERMIT PROGRAM
17162460181039,2025-10-23,PERMIT – EXPRESS PERMIT PROGRAM
10314060060000,2025-10-23,PERMIT – EXPRESS PERMIT PROGRAM
17102180101001,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101005,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101007,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101024,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101070,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101076,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101090,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101124,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101138,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101168,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101189,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101200,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101201,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101235,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101246,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101248,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101251,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101272,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101273,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101288,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101291,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101303,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101313,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
17102180101336,2026-01-28,PERMIT – EXPRESS PERMIT PROGRAM
