pin,address,housenumber,streetname,city,state,zip,units_res,land_class,building_class,owner_id,lat,lng
10231300150000,,,,,,60076,,203,203,,42.03461702824243,-87.72376307198033
10233220330000,,,,,,60076,,593,593,,42.02843159633354,-87.72242885973911
10241160880000,,,,,,60202,,241,241,,42.03648300535681,-87.69996787793097
10242140350000,,,,,,60202,,205,205,,42.03593572887934,-87.69880408254052
10242190331007,,,,,,60202,,599,599,,42.03733917271117,-87.69123107071582
10243120530000,,,,,,60202,,211,211,,42.02956990711799,-87.69975898668072
10244310140000,,,,,,60202,,205,205,,42.02701999388067,-87.69181531863055
10252201520000,,,,,,60202,,211,211,,42.02091127908546,-87.69919676089697
10253110200000,,,,,,60645,,205,205,,42.01683336799031,-87.70121359393735
12011240010000,,,,,,60631,,203,203,,41.99086472846817,-87.81945397124147
10271090380000,,,,,,60076,,234,234,,42.02141872982044,-87.7419518155088
10271190050000,,,,,,60076,,203,203,,42.02035422648223,-87.74128469905233
10272050300000,,,,,,60076,,211,211,,42.02523794771803,-87.73097836084816
10272070570000,,,,,,60076,,234,234,,42.024734294499694,-87.72859022492081
10272080880000,,,,,,60076,,203,203,,42.02380546476164,-87.73756756220939
10274150580000,,,,,,60076,,203,203,,42.01598621516709,-87.72883353647961
10281020430000,,,,,,60053,,234,234,,42.02612041324603,-87.76436083998354
10284140210000,,,,,,60077,,203,203,,42.015715891944076,-87.75457150453403
10293060070000,,,,,,60646,,202,202,,42.01526589217095,-87.77802509810938
12013220200000,,,,,,60631,,203,203,,41.98207328382107,-87.81896262811327
10301060440000,,,,,,60714,,203,203,,42.02357664748443,-87.80364795891234
10301251510000,,,,,,60714,,295,295,,42.02213775740243,-87.79789922172709
10313090230000,,,,,,60631,,203,203,,41.999323728703324,-87.80062272589873
10314130280000,,,,,,60631,,203,203,,41.9977300966967,-87.79667399775732
10321080330000,,,,,,60646,,203,203,,42.00988396301882,-87.78351339837705
10322030350000,,,,,,60714,,531,531,,42.00885689328152,-87.76808573246659
10331010710000,,,,,,60077,,295,295,,42.009193927618504,-87.76070740024461
10332300470000,,,,,,60077,,278,278,,42.004832320224374,-87.75117761805994
10333110090000,,,,,,60646,,206,206,,42.00167558884372,-87.76519207751302
13361160370000,,,,,,60647,,211,211,,41.91975951354247,-87.7029282015134
10334230420000,,,,,,60712,,278,278,,42.00052975823659,-87.75766433264202
10334310270000,,,,,,,,100,100,,41.99746020212096,-87.75330288560089
10341240660000,,,,,,60712,,234,234,,42.00680046792316,-87.7398826531538
10342240580000,,,,,,60712,,241,241,,42.005104977978085,-87.73685682219858
10343100660000,,,,,,60712,,234,234,,42.00249221863959,-87.74370857165323
10345000160000,,,,,,,,190,190,,42.001775923827104,-87.74049132221997
10343220170000,,,,,,60712,,234,234,,41.99756744950591,-87.74408414093453
11303072121004,,,,,,60645,,299,299,,42.01897877302043,-87.68503916831953
11303072121021,,,,,,60645,,299,299,,42.01897877302043,-87.68503916831953
13234010190000,,,,,,60618,,517,517,,41.94596669778562,-87.71544802368086
11303072121027,,,,,,60645,,299,299,,42.01897877302043,-87.68503916831953
11303072121029,,,,,,60645,,299,299,,42.01897877302043,-87.68503916831953
11303210610000,,,,,,60645,,210,210,,42.012743464436056,-87.6853533457773
11304180160000,,,,,,60626,,205,205,,42.01342779225679,-87.67864877851065
11311000070000,,,,,,60645,,590,590,,42.01170661555494,-87.68987126255062
